Date,Entity,Site,Commodity,Headcount,TrainingHours,ContractorRatio,Scenario
2023-04-01,Holding Company,Mill B,Zinc,178.3,5.7,0.43,Budget
2023-04-01,Holding Company,Mill B,Nickel,122.6,7.7,0.47,Budget
2023-04-01,Alberta,North Pit,Gold,175.2,6.0,0.18,Budget
2023-04-01,Alberta,North Pit,Copper,159.4,9.5,0.31,Budget
2023-04-01,Alberta,North Pit,Zinc,140.4,6.5,0.28,Actual
2023-04-01,Alberta,North Pit,Nickel,157.1,8.0,0.17,Actual
2023-04-01,Alberta,South Pit,Gold,174.9,7.5,0.27,Budget
2023-04-01,Alberta,South Pit,Copper,138.8,4.9,0.27,Actual
2023-04-01,Alberta,South Pit,Zinc,187.4,9.4,0.17,Actual
2023-04-01,Alberta,South Pit,Nickel,128.1,6.9,0.35,Actual
2023-04-01,Alberta,Mill A,Gold,165.6,8.6,0.28,Actual
2023-04-01,Alberta,Mill A,Copper,152.1,6.6,0.21,Budget
2023-04-01,Alberta,Mill A,Zinc,184.2,6.0,0.27,Actual
2023-04-01,Alberta,Mill A,Nickel,121.8,9.1,0.27,Budget
2023-04-01,Alberta,Mill B,Gold,200.9,2.8,0.49,Actual
2023-04-01,Alberta,Mill B,Copper,126.0,2.9,0.25,Budget
2023-04-01,Alberta,Mill B,Zinc,197.5,4.8,0.47,Actual
2023-04-01,Alberta,Mill B,Nickel,174.7,5.2,0.28,Budget
2023-04-01,Quebec,North Pit,Gold,152.9,6.9,0.21,Actual
2023-04-01,Quebec,North Pit,Copper,122.1,7.8,0.4,Budget
2023-04-01,Quebec,North Pit,Zinc,141.4,6.9,0.24,Budget
2023-04-01,Quebec,North Pit,Nickel,157.5,4.6,0.38,Budget
2023-04-01,Quebec,South Pit,Gold,128.2,3.7,0.44,Budget
2023-04-01,Quebec,South Pit,Copper,175.5,6.9,0.24,Actual
2023-04-01,Quebec,South Pit,Zinc,123.6,9.2,0.48,Actual
2023-04-01,Quebec,South Pit,Nickel,190.3,4.9,0.48,Actual
2023-04-01,Quebec,Mill A,Gold,153.9,2.7,0.11,Actual
2023-04-01,Quebec,Mill A,Copper,110.7,6.2,0.13,Actual
2023-04-01,Quebec,Mill A,Zinc,157.0,8.9,0.27,Budget
2023-04-01,Quebec,Mill A,Nickel,198.2,5.6,0.26,Actual
2023-04-01,Quebec,Mill B,Gold,162.7,4.1,0.21,Budget
2023-04-01,Quebec,Mill B,Copper,158.7,4.1,0.37,Budget
2023-04-01,Quebec,Mill B,Zinc,120.3,4.2,0.3,Actual
2023-04-01,Quebec,Mill B,Nickel,182.0,8.4,0.52,Actual
2023-04-01,Ontario,North Pit,Gold,143.8,5.2,0.49,Budget
2023-04-01,Ontario,North Pit,Copper,90.8,5.4,0.13,Actual
2023-04-01,Ontario,North Pit,Zinc,125.0,5.6,0.37,Actual
2023-04-01,Ontario,North Pit,Nickel,146.7,5.0,0.34,Budget
2023-04-01,Ontario,South Pit,Gold,157.4,3.3,0.1,Budget
2023-04-01,Ontario,South Pit,Copper,124.7,4.5,0.23,Actual
2023-04-01,Ontario,South Pit,Zinc,110.1,3.1,0.35,Actual
2023-04-01,Ontario,South Pit,Nickel,209.9,9.4,0.23,Actual
2023-04-01,Ontario,Mill A,Gold,101.4,4.6,0.3,Actual
2023-04-01,Ontario,Mill A,Copper,158.6,4.7,0.22,Budget
2023-04-01,Ontario,Mill A,Zinc,146.3,5.8,0.29,Actual
2023-04-01,Ontario,Mill A,Nickel,147.3,4.9,0.22,Actual
2023-04-01,Ontario,Mill B,Gold,108.2,6.0,0.09,Actual
2023-04-01,Ontario,Mill B,Copper,142.2,7.3,0.47,Budget
2023-04-01,Ontario,Mill B,Zinc,149.9,9.3,0.16,Budget
2023-04-01,Ontario,Mill B,Nickel,144.1,9.3,0.35,Budget
2023-04-01,British Columbia,North Pit,Gold,131.0,8.3,0.12,Budget
2023-04-01,British Columbia,North Pit,Copper,168.8,7.7,0.12,Actual
2023-04-01,British Columbia,North Pit,Zinc,176.2,5.4,0.25,Budget
2023-04-01,British Columbia,North Pit,Nickel,161.5,3.8,0.43,Actual
2023-04-01,British Columbia,South Pit,Gold,133.9,9.8,0.47,Budget
2023-04-01,British Columbia,South Pit,Copper,120.0,7.5,0.31,Budget
2023-04-01,British Columbia,South Pit,Zinc,150.8,6.8,0.41,Budget
2023-04-01,British Columbia,South Pit,Nickel,168.3,5.9,0.41,Budget
2023-04-01,British Columbia,Mill A,Gold,120.6,4.8,0.11,Actual
2023-04-01,British Columbia,Mill A,Copper,175.7,8.0,0.13,Actual
2023-04-01,British Columbia,Mill A,Zinc,145.7,9.1,0.46,Budget
2023-04-01,British Columbia,Mill A,Nickel,146.7,7.8,0.24,Budget
2023-04-01,British Columbia,Mill B,Gold,177.2,7.4,0.22,Budget
2023-04-01,British Columbia,Mill B,Copper,121.0,7.2,0.3,Budget
2023-04-01,British Columbia,Mill B,Zinc,135.4,2.8,0.39,Budget
2023-04-01,British Columbia,Mill B,Nickel,156.6,12.8,0.44,Actual
2023-04-01,Nova Scotia,North Pit,Gold,151.9,7.3,0.17,Budget
2023-04-01,Nova Scotia,North Pit,Copper,178.5,10.0,0.45,Actual
2023-04-01,Nova Scotia,North Pit,Zinc,170.3,7.3,0.33,Budget
2023-04-01,Nova Scotia,North Pit,Nickel,143.8,4.0,0.18,Actual
2023-04-01,Nova Scotia,South Pit,Gold,137.3,2.5,0.16,Actual
2023-04-01,Nova Scotia,South Pit,Copper,153.3,4.1,0.33,Actual
2023-04-01,Nova Scotia,South Pit,Zinc,220.8,3.8,0.61,Actual
2023-04-01,Nova Scotia,South Pit,Nickel,198.9,7.5,0.26,Actual
2023-04-01,Nova Scotia,Mill A,Gold,147.9,9.6,0.12,Actual
2023-04-01,Nova Scotia,Mill A,Copper,194.0,8.9,0.41,Actual
2023-04-01,Nova Scotia,Mill A,Zinc,216.3,10.0,0.32,Actual
2023-04-01,Nova Scotia,Mill A,Nickel,123.6,3.0,0.42,Budget
2023-04-01,Nova Scotia,Mill B,Gold,159.3,7.8,0.22,Budget
2023-04-01,Nova Scotia,Mill B,Copper,184.0,6.1,0.29,Actual
2023-04-01,Nova Scotia,Mill B,Zinc,154.1,5.0,0.15,Actual
2023-04-01,Nova Scotia,Mill B,Nickel,152.4,7.6,0.09,Actual
2023-05-01,Canada,North Pit,Gold,140.4,4.4,0.25,Budget
2023-05-01,Canada,North Pit,Copper,197.2,4.4,0.23,Actual
2023-05-01,Canada,North Pit,Zinc,122.5,5.7,0.28,Actual
2023-05-01,Canada,North Pit,Nickel,154.7,5.5,0.32,Budget
2023-05-01,Canada,South Pit,Gold,179.4,4.5,0.21,Budget
2023-05-01,Canada,South Pit,Copper,133.9,4.3,0.1,Budget
2023-05-01,Canada,South Pit,Zinc,150.9,6.7,0.14,Actual
2023-05-01,Canada,South Pit,Nickel,148.7,3.3,0.39,Actual
2023-05-01,Canada,Mill A,Gold,173.6,8.1,0.11,Budget
2023-05-01,Canada,Mill A,Copper,116.4,4.5,0.35,Actual
2023-05-01,Canada,Mill A,Zinc,154.2,6.8,0.25,Actual
2023-05-01,Canada,Mill A,Nickel,166.4,3.7,0.45,Budget
2023-05-01,Canada,Mill B,Gold,215.9,3.6,0.61,Actual
2023-05-01,Canada,Mill B,Copper,124.5,6.9,0.32,Budget
2023-05-01,Canada,Mill B,Zinc,96.4,5.2,0.14,Actual
2023-05-01,Canada,Mill B,Nickel,98.9,3.3,0.1,Actual
2023-05-01,Holding Company,North Pit,Gold,148.8,4.7,0.42,Budget
2023-05-01,Holding Company,North Pit,Copper,114.2,4.3,0.24,Actual
2023-05-01,Holding Company,North Pit,Zinc,122.6,8.0,0.3,Budget
2023-05-01,Holding Company,North Pit,Nickel,176.4,6.6,0.14,Budget
2023-05-01,Holding Company,South Pit,Gold,155.6,8.5,0.43,Budget
2023-05-01,Holding Company,South Pit,Copper,142.8,8.8,0.16,Budget
2023-05-01,Holding Company,South Pit,Zinc,194.7,3.3,0.23,Actual
2023-05-01,Holding Company,South Pit,Nickel,145.0,4.5,0.39,Actual
2023-05-01,Holding Company,Mill A,Gold,134.6,8.4,0.3,Budget
2023-05-01,Holding Company,Mill A,Copper,210.5,2.6,0.31,Actual
2023-05-01,Holding Company,Mill A,Zinc,144.9,7.5,0.22,Budget
2023-05-01,Holding Company,Mill A,Nickel,127.8,7.1,0.1,Actual
2023-05-01,Holding Company,Mill B,Gold,120.7,8.7,0.17,Budget
2023-05-01,Holding Company,Mill B,Copper,154.5,3.7,0.37,Budget
2023-05-01,Holding Company,Mill B,Zinc,83.7,4.9,0.08,Actual
2023-05-01,Holding Company,Mill B,Nickel,141.6,4.7,0.32,Budget
2023-05-01,Alberta,North Pit,Gold,153.2,4.1,0.22,Actual
2023-05-01,Alberta,North Pit,Copper,129.6,7.5,0.38,Budget
2023-05-01,Alberta,North Pit,Zinc,141.4,6.0,0.44,Actual
2023-05-01,Alberta,North Pit,Nickel,176.7,6.4,0.1,Actual
2023-05-01,Alberta,South Pit,Gold,166.4,3.7,0.4,Budget
2023-05-01,Alberta,South Pit,Copper,174.4,2.9,0.23,Budget
2023-05-01,Alberta,South Pit,Zinc,124.4,3.3,0.29,Budget
2023-05-01,Alberta,South Pit,Nickel,94.6,4.7,0.28,Actual
2023-05-01,Alberta,Mill A,Gold,137.0,5.5,0.22,Actual
2023-05-01,Alberta,Mill A,Copper,88.0,6.1,0.11,Actual
2023-05-01,Alberta,Mill A,Zinc,172.2,3.8,0.24,Budget
2023-05-01,Alberta,Mill A,Nickel,122.3,3.3,0.35,Budget
2023-05-01,Alberta,Mill B,Gold,132.0,8.9,0.37,Budget
2023-05-01,Alberta,Mill B,Copper,133.9,8.1,0.24,Actual
2023-05-01,Alberta,Mill B,Zinc,177.3,6.9,0.21,Budget
2023-05-01,Alberta,Mill B,Nickel,121.0,8.3,0.48,Budget
2023-05-01,Quebec,North Pit,Gold,165.8,6.6,0.25,Budget
2023-05-01,Quebec,North Pit,Copper,137.4,4.5,0.29,Budget
2023-05-01,Quebec,North Pit,Zinc,153.7,8.4,0.34,Budget
2023-05-01,Quebec,North Pit,Nickel,128.1,4.7,0.24,Actual
2023-05-01,Quebec,South Pit,Gold,160.9,6.8,0.34,Actual
2023-05-01,Quebec,South Pit,Copper,139.7,4.8,0.18,Actual
2023-05-01,Quebec,South Pit,Zinc,108.2,6.0,0.31,Actual
2023-05-01,Quebec,South Pit,Nickel,168.4,5.8,0.16,Budget
2023-05-01,Quebec,Mill A,Gold,177.3,2.9,0.13,Budget
2023-05-01,Quebec,Mill A,Copper,157.4,5.6,0.12,Budget
2023-05-01,Quebec,Mill A,Zinc,134.7,6.5,0.14,Actual
2023-05-01,Quebec,Mill A,Nickel,145.1,4.7,0.38,Budget
2023-05-01,Quebec,Mill B,Gold,136.0,2.7,0.23,Budget
2023-05-01,Quebec,Mill B,Copper,139.1,6.7,0.36,Actual
2023-05-01,Quebec,Mill B,Zinc,195.8,10.9,0.2,Actual
2023-05-01,Quebec,Mill B,Nickel,111.6,7.0,0.34,Actual
2023-05-01,Ontario,North Pit,Gold,147.5,6.2,0.39,Budget
2023-05-01,Ontario,North Pit,Copper,129.3,7.0,0.31,Budget
2023-05-01,Ontario,North Pit,Zinc,140.6,6.1,0.12,Budget
2023-05-01,Ontario,North Pit,Nickel,163.1,6.1,0.18,Actual
2023-05-01,Ontario,South Pit,Gold,154.0,4.6,0.34,Budget
2023-05-01,Ontario,South Pit,Copper,135.4,9.1,0.3,Actual
2023-05-01,Ontario,South Pit,Zinc,159.4,7.0,0.11,Budget
2023-05-01,Ontario,South Pit,Nickel,137.8,8.7,0.41,Budget
2023-05-01,Ontario,Mill A,Gold,115.9,4.0,0.12,Actual
2023-05-01,Ontario,Mill A,Copper,146.8,6.7,0.33,Actual
2023-05-01,Ontario,Mill A,Zinc,148.6,2.8,0.16,Budget
2023-05-01,Ontario,Mill A,Nickel,159.8,9.2,0.38,Budget
2023-05-01,Ontario,Mill B,Gold,135.9,7.0,0.2,Actual
2023-05-01,Ontario,Mill B,Copper,169.7,8.8,0.27,Budget
2023-05-01,Ontario,Mill B,Zinc,122.3,6.8,0.23,Actual
2023-05-01,Ontario,Mill B,Nickel,137.0,7.5,0.35,Budget
2023-05-01,British Columbia,North Pit,Gold,137.3,6.9,0.44,Budget
2023-05-01,British Columbia,North Pit,Copper,104.2,4.9,0.18,Actual
2023-05-01,British Columbia,North Pit,Zinc,204.7,4.0,0.34,Actual
2023-05-01,British Columbia,North Pit,Nickel,170.8,12.4,0.52,Actual
2023-05-01,British Columbia,South Pit,Gold,178.2,5.3,0.15,Budget
2023-05-01,British Columbia,South Pit,Copper,128.6,9.4,0.11,Budget
2023-05-01,British Columbia,South Pit,Zinc,111.5,3.2,0.33,Actual
2023-05-01,British Columbia,South Pit,Nickel,153.6,3.7,0.12,Budget
2023-05-01,British Columbia,Mill A,Gold,139.6,7.6,0.26,Actual
2023-05-01,British Columbia,Mill A,Copper,155.8,4.2,0.35,Actual
2023-05-01,British Columbia,Mill A,Zinc,111.9,3.8,0.17,Actual
2023-05-01,British Columbia,Mill A,Nickel,165.9,2.9,0.29,Budget
2023-05-01,British Columbia,Mill B,Gold,88.8,2.3,0.07,Actual
2023-05-01,British Columbia,Mill B,Copper,137.7,7.7,0.16,Actual
2023-05-01,British Columbia,Mill B,Zinc,142.2,5.6,0.44,Actual
2023-05-01,British Columbia,Mill B,Nickel,137.8,9.5,0.18,Budget
2023-05-01,Nova Scotia,North Pit,Gold,136.4,2.6,0.19,Budget
2023-05-01,Nova Scotia,North Pit,Copper,101.9,2.8,0.36,Actual
2023-05-01,Nova Scotia,North Pit,Zinc,171.7,2.7,0.11,Budget
2023-05-01,Nova Scotia,North Pit,Nickel,120.4,2.2,0.2,Budget
2023-05-01,Nova Scotia,South Pit,Gold,216.5,9.7,0.49,Actual
2023-05-01,Nova Scotia,South Pit,Copper,159.8,8.7,0.1,Budget
2023-05-01,Nova Scotia,South Pit,Zinc,134.8,5.8,0.22,Budget
2023-05-01,Nova Scotia,South Pit,Nickel,163.9,6.0,0.3,Actual
2023-05-01,Nova Scotia,Mill A,Gold,144.2,8.9,0.5,Budget
2023-05-01,Nova Scotia,Mill A,Copper,155.5,8.7,0.33,Actual
2023-05-01,Nova Scotia,Mill A,Zinc,86.0,1.9,0.3,Actual
2023-05-01,Nova Scotia,Mill A,Nickel,177.8,8.1,0.13,Budget
2023-05-01,Nova Scotia,Mill B,Gold,121.1,8.8,0.25,Budget
2023-05-01,Nova Scotia,Mill B,Copper,146.7,8.3,0.15,Actual
2023-05-01,Nova Scotia,Mill B,Zinc,125.6,7.7,0.36,Budget
2023-05-01,Nova Scotia,Mill B,Nickel,107.8,3.1,0.33,Actual
2023-06-01,Canada,North Pit,Gold,171.6,7.6,0.43,Budget
2023-06-01,Canada,North Pit,Copper,116.1,6.4,0.34,Actual
2023-06-01,Canada,North Pit,Zinc,166.4,6.8,0.23,Actual
2023-06-01,Canada,North Pit,Nickel,155.9,4.4,0.27,Budget
2023-06-01,Canada,South Pit,Gold,153.1,2.3,0.21,Budget
2023-06-01,Canada,South Pit,Copper,168.5,2.7,0.14,Budget
2023-06-01,Canada,South Pit,Zinc,220.3,12.6,0.26,Actual
2023-06-01,Canada,South Pit,Nickel,192.0,10.9,0.32,Actual
2023-06-01,Canada,Mill A,Gold,149.0,7.2,0.42,Budget
2023-06-01,Canada,Mill A,Copper,136.2,7.7,0.13,Budget
2023-06-01,Canada,Mill A,Zinc,157.0,3.8,0.23,Budget
2023-06-01,Canada,Mill A,Nickel,206.1,9.1,0.48,Actual
2023-06-01,Canada,Mill B,Gold,148.8,9.1,0.17,Budget
2023-06-01,Canada,Mill B,Copper,160.0,2.3,0.18,Actual
2023-06-01,Canada,Mill B,Zinc,161.6,8.6,0.19,Budget
2023-06-01,Canada,Mill B,Nickel,123.4,2.0,0.1,Actual
2023-06-01,Holding Company,North Pit,Gold,138.4,3.0,0.11,Budget
2023-06-01,Holding Company,North Pit,Copper,162.5,5.9,0.22,Budget
2023-06-01,Holding Company,North Pit,Zinc,135.3,7.3,0.35,Budget
2023-06-01,Holding Company,North Pit,Nickel,151.0,5.8,0.4,Actual
2023-06-01,Holding Company,South Pit,Gold,181.8,3.8,0.41,Actual
2023-06-01,Holding Company,South Pit,Copper,163.7,3.1,0.47,Budget
2023-06-01,Holding Company,South Pit,Zinc,136.7,3.9,0.52,Actual
2023-06-01,Holding Company,South Pit,Nickel,162.0,12.2,0.18,Actual
2023-06-01,Holding Company,Mill A,Gold,122.2,6.4,0.39,Budget
2023-06-01,Holding Company,Mill A,Copper,138.0,7.0,0.4,Budget
2023-06-01,Holding Company,Mill A,Zinc,156.0,8.7,0.39,Actual
2023-06-01,Holding Company,Mill A,Nickel,103.5,8.1,0.37,Actual
2023-06-01,Holding Company,Mill B,Gold,108.2,4.4,0.32,Actual
2023-06-01,Holding Company,Mill B,Copper,130.2,7.8,0.3,Budget
2023-06-01,Holding Company,Mill B,Zinc,115.3,5.1,0.11,Actual
2023-06-01,Holding Company,Mill B,Nickel,208.9,5.8,0.51,Actual
2023-06-01,Alberta,North Pit,Gold,169.7,9.9,0.33,Budget
2023-06-01,Alberta,North Pit,Copper,156.5,5.9,0.34,Actual
2023-06-01,Alberta,North Pit,Zinc,196.3,11.0,0.37,Actual
2023-06-01,Alberta,North Pit,Nickel,160.9,7.5,0.43,Actual
2023-06-01,Alberta,South Pit,Gold,124.1,5.8,0.18,Actual
2023-06-01,Alberta,South Pit,Copper,109.7,6.5,0.35,Actual
2023-06-01,Alberta,South Pit,Zinc,197.4,5.1,0.47,Actual
2023-06-01,Alberta,South Pit,Nickel,135.9,9.2,0.24,Budget
2023-06-01,Alberta,Mill A,Gold,125.9,4.9,0.14,Actual
2023-06-01,Alberta,Mill A,Copper,153.8,4.1,0.13,Budget
2023-06-01,Alberta,Mill A,Zinc,148.7,4.5,0.19,Actual
2023-06-01,Alberta,Mill A,Nickel,162.6,9.5,0.39,Budget
2023-06-01,Alberta,Mill B,Gold,142.5,8.5,0.28,Budget
2023-06-01,Alberta,Mill B,Copper,175.9,10.3,0.39,Actual
2023-06-01,Alberta,Mill B,Zinc,165.2,7.2,0.27,Budget
2023-06-01,Alberta,Mill B,Nickel,175.0,4.8,0.39,Budget
2023-06-01,Quebec,North Pit,Gold,135.4,5.1,0.41,Budget
2023-06-01,Quebec,North Pit,Copper,126.1,3.8,0.29,Budget
2023-06-01,Quebec,North Pit,Zinc,196.2,2.7,0.46,Actual
2023-06-01,Quebec,North Pit,Nickel,149.8,6.8,0.15,Budget
2023-06-01,Quebec,South Pit,Gold,178.6,3.0,0.25,Budget
2023-06-01,Quebec,South Pit,Copper,128.8,2.4,0.27,Actual
2023-06-01,Quebec,South Pit,Zinc,145.5,4.4,0.39,Budget
2023-06-01,Quebec,South Pit,Nickel,184.7,9.3,0.19,Actual
2023-06-01,Quebec,Mill A,Gold,193.0,4.9,0.33,Actual
2023-06-01,Quebec,Mill A,Copper,143.3,3.7,0.3,Actual
2023-06-01,Quebec,Mill A,Zinc,190.4,8.9,0.34,Actual
2023-06-01,Quebec,Mill A,Nickel,135.8,3.1,0.12,Budget
2023-06-01,Quebec,Mill B,Gold,179.2,3.5,0.31,Budget
2023-06-01,Quebec,Mill B,Copper,122.5,8.2,0.36,Budget
2023-06-01,Quebec,Mill B,Zinc,115.2,3.1,0.4,Actual
2023-06-01,Quebec,Mill B,Nickel,107.3,2.6,0.11,Actual
2023-06-01,Ontario,North Pit,Gold,223.5,12.4,0.58,Actual
2023-06-01,Ontario,North Pit,Copper,179.6,7.4,0.24,Budget
2023-06-01,Ontario,North Pit,Zinc,149.8,6.8,0.23,Budget
2023-06-01,Ontario,North Pit,Nickel,182.5,6.2,0.2,Actual
2023-06-01,Ontario,South Pit,Gold,162.0,8.7,0.14,Budget
2023-06-01,Ontario,South Pit,Copper,151.4,9.1,0.56,Actual
2023-06-01,Ontario,South Pit,Zinc,127.7,3.4,0.12,Actual
2023-06-01,Ontario,South Pit,Nickel,125.4,10.0,0.36,Budget
2023-06-01,Ontario,Mill A,Gold,145.2,7.3,0.15,Budget
2023-06-01,Ontario,Mill A,Copper,167.9,8.9,0.19,Budget
2023-06-01,Ontario,Mill A,Zinc,159.4,8.7,0.44,Budget
2023-06-01,Ontario,Mill A,Nickel,228.4,8.4,0.15,Actual
2023-06-01,Ontario,Mill B,Gold,174.4,2.9,0.4,Actual
2023-06-01,Ontario,Mill B,Copper,206.7,5.2,0.23,Actual
2023-06-01,Ontario,Mill B,Zinc,142.5,8.7,0.27,Actual
2023-06-01,Ontario,Mill B,Nickel,177.8,3.0,0.57,Actual
2023-06-01,British Columbia,North Pit,Gold,188.4,10.2,0.19,Actual
2023-06-01,British Columbia,North Pit,Copper,178.6,7.5,0.28,Budget
2023-06-01,British Columbia,North Pit,Zinc,169.3,9.6,0.33,Budget
2023-06-01,British Columbia,North Pit,Nickel,147.2,4.7,0.35,Budget
2023-06-01,British Columbia,South Pit,Gold,147.2,3.5,0.44,Actual
2023-06-01,British Columbia,South Pit,Copper,201.9,9.8,0.48,Actual
2023-06-01,British Columbia,South Pit,Zinc,148.1,6.8,0.17,Budget
2023-06-01,British Columbia,South Pit,Nickel,141.3,5.2,0.37,Budget
2023-06-01,British Columbia,Mill A,Gold,170.9,8.9,0.35,Budget
2023-06-01,British Columbia,Mill A,Copper,165.9,2.3,0.16,Budget
2023-06-01,British Columbia,Mill A,Zinc,140.7,7.8,0.33,Budget
2023-06-01,British Columbia,Mill A,Nickel,192.7,7.5,0.29,Actual
2023-06-01,British Columbia,Mill B,Gold,191.3,5.0,0.51,Actual
2023-06-01,British Columbia,Mill B,Copper,160.2,8.1,0.49,Budget
2023-06-01,British Columbia,Mill B,Zinc,151.7,9.7,0.4,Budget
2023-06-01,British Columbia,Mill B,Nickel,179.0,3.2,0.32,Budget
2023-06-01,Nova Scotia,North Pit,Gold,170.5,9.0,0.41,Budget
2023-06-01,Nova Scotia,North Pit,Copper,143.9,3.1,0.21,Budget
2023-06-01,Nova Scotia,North Pit,Zinc,140.8,5.2,0.11,Budget
2023-06-01,Nova Scotia,North Pit,Nickel,158.5,4.3,0.34,Budget
2023-06-01,Nova Scotia,South Pit,Gold,148.7,9.7,0.23,Budget
2023-06-01,Nova Scotia,South Pit,Copper,145.1,6.6,0.32,Budget
2023-06-01,Nova Scotia,South Pit,Zinc,122.8,6.9,0.35,Actual
2023-06-01,Nova Scotia,South Pit,Nickel,172.2,6.6,0.17,Budget
2023-06-01,Nova Scotia,Mill A,Gold,170.1,8.5,0.27,Budget
2023-06-01,Nova Scotia,Mill A,Copper,207.1,10.1,0.27,Actual
2023-06-01,Nova Scotia,Mill A,Zinc,141.3,7.7,0.22,Budget
2023-06-01,Nova Scotia,Mill A,Nickel,161.4,8.4,0.15,Actual
2023-06-01,Nova Scotia,Mill B,Gold,173.4,8.3,0.15,Actual
2023-06-01,Nova Scotia,Mill B,Copper,141.6,5.8,0.15,Actual
2023-06-01,Nova Scotia,Mill B,Zinc,114.1,5.2,0.32,Actual
2023-06-01,Nova Scotia,Mill B,Nickel,165.9,9.7,0.46,Budget
2023-07-01,Canada,North Pit,Gold,178.3,4.3,0.11,Budget
2023-07-01,Canada,North Pit,Copper,125.7,6.5,0.4,Budget
2023-07-01,Canada,North Pit,Zinc,159.9,5.4,0.36,Budget
2023-07-01,Canada,North Pit,Nickel,166.6,6.1,0.28,Budget
2023-07-01,Canada,South Pit,Gold,150.0,8.9,0.31,Budget
2023-07-01,Canada,South Pit,Copper,159.2,9.7,0.34,Budget
2023-07-01,Canada,South Pit,Zinc,151.8,9.2,0.44,Budget
2023-07-01,Canada,South Pit,Nickel,147.2,6.5,0.15,Actual
2023-07-01,Canada,Mill A,Gold,154.1,6.1,0.44,Actual
2023-07-01,Canada,Mill A,Copper,181.3,7.6,0.22,Actual
2023-07-01,Canada,Mill A,Zinc,145.9,7.8,0.11,Budget
2023-07-01,Canada,Mill A,Nickel,118.0,4.7,0.32,Actual
2023-07-01,Canada,Mill B,Gold,143.2,7.6,0.25,Budget
2023-07-01,Canada,Mill B,Copper,129.3,3.2,0.21,Budget
2023-07-01,Canada,Mill B,Zinc,135.1,10.0,0.14,Budget
2023-07-01,Canada,Mill B,Nickel,172.0,8.5,0.39,Budget
2023-07-01,Holding Company,North Pit,Gold,105.1,3.2,0.32,Actual
2023-07-01,Holding Company,North Pit,Copper,159.1,3.0,0.23,Budget
2023-07-01,Holding Company,North Pit,Zinc,145.1,3.6,0.29,Actual
2023-07-01,Holding Company,North Pit,Nickel,142.1,5.6,0.33,Budget
2023-07-01,Holding Company,South Pit,Gold,199.4,9.9,0.41,Actual
2023-07-01,Holding Company,South Pit,Copper,193.4,11.9,0.42,Actual
2023-07-01,Holding Company,South Pit,Zinc,126.8,2.1,0.35,Budget
2023-07-01,Holding Company,South Pit,Nickel,134.6,7.8,0.35,Actual
2023-07-01,Holding Company,Mill A,Gold,127.2,7.0,0.44,Budget
2023-07-01,Holding Company,Mill A,Copper,152.9,8.6,0.27,Actual
2023-07-01,Holding Company,Mill A,Zinc,125.3,2.7,0.1,Actual
2023-07-01,Holding Company,Mill A,Nickel,143.9,8.3,0.26,Budget
2023-07-01,Holding Company,Mill B,Gold,167.6,7.5,0.11,Budget
2023-07-01,Holding Company,Mill B,Copper,195.4,5.9,0.39,Actual
2023-07-01,Holding Company,Mill B,Zinc,146.2,2.7,0.1,Actual
2023-07-01,Holding Company,Mill B,Nickel,144.0,8.2,0.5,Budget
2023-07-01,Alberta,North Pit,Gold,98.3,3.7,0.23,Actual
2023-07-01,Alberta,North Pit,Copper,150.4,8.3,0.26,Budget
2023-07-01,Alberta,North Pit,Zinc,156.6,4.6,0.32,Budget
2023-07-01,Alberta,North Pit,Nickel,127.0,7.0,0.18,Budget
2023-07-01,Alberta,South Pit,Gold,200.5,11.0,0.43,Actual
2023-07-01,Alberta,South Pit,Copper,119.8,7.1,0.43,Actual
2023-07-01,Alberta,South Pit,Zinc,139.9,4.3,0.4,Budget
2023-07-01,Alberta,South Pit,Nickel,129.9,5.2,0.17,Budget
2023-07-01,Alberta,Mill A,Gold,135.8,2.0,0.13,Budget
2023-07-01,Alberta,Mill A,Copper,126.9,8.6,0.44,Budget
2023-07-01,Alberta,Mill A,Zinc,122.0,5.7,0.29,Actual
2023-07-01,Alberta,Mill A,Nickel,156.5,7.9,0.37,Budget
2023-07-01,Alberta,Mill B,Gold,136.6,9.3,0.21,Actual
2023-07-01,Alberta,Mill B,Copper,142.9,6.3,0.35,Budget
2023-07-01,Alberta,Mill B,Zinc,136.2,7.1,0.35,Actual
2023-07-01,Alberta,Mill B,Nickel,140.1,8.3,0.11,Budget
2023-07-01,Quebec,North Pit,Gold,177.3,4.2,0.41,Budget
2023-07-01,Quebec,North Pit,Copper,190.1,10.9,0.59,Actual
2023-07-01,Quebec,North Pit,Zinc,102.4,2.1,0.22,Actual
2023-07-01,Quebec,North Pit,Nickel,160.7,2.2,0.42,Budget
2023-07-01,Quebec,South Pit,Gold,148.0,3.7,0.4,Actual
2023-07-01,Quebec,South Pit,Copper,202.1,6.4,0.14,Actual
2023-07-01,Quebec,South Pit,Zinc,166.2,4.3,0.39,Budget
2023-07-01,Quebec,South Pit,Nickel,132.1,6.8,0.33,Budget
2023-07-01,Quebec,Mill A,Gold,162.6,6.0,0.23,Budget
2023-07-01,Quebec,Mill A,Copper,161.7,9.6,0.32,Budget
2023-07-01,Quebec,Mill A,Zinc,184.7,9.4,0.47,Actual
2023-07-01,Quebec,Mill A,Nickel,118.6,6.1,0.25,Actual
2023-07-01,Quebec,Mill B,Gold,110.4,4.1,0.18,Actual
